Street_One,Street_Two,response,latitude,longitude
MISSION ST,RANDALL ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:04.340+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_tq5Vuf-jr9-LDPHEi3mP3D', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73971, 'Longitude': -122.42718}, 'NavigationPosition': [{'Latitude': 37.73971, 'Longitude': -122.42718}], 'MapView': {'TopLeft': {'Latitude': 37.74074, 'Longitude': -122.42982}, 'BottomRight': {'Latitude': 37.73965, 'Longitude': -122.42426}}, 'Address': {'Label': 'Randall St, San Francisco, CA 94131, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Glen Park', 'Street': 'Randall St', 'PostalCode': '94131', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.78, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_wQP8.kYiaJAyYe7m5FKM-C', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73985, 'Longitude': -122.42394}, 'NavigationPosition': [{'Latitude': 37.73985, 'Longitude': -122.42394}], 'MapView': {'TopLeft': {'Latitude': 37.73986, 'Longitude': -122.42426}, 'BottomRight': {'Latitude': 37.7398, 'Longitude': -122.42362}}, 'Address': {'Label': 'Randall St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Randall St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.73971,-122.42718
MISSION ST,PERSIA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:04.772+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_EdTn9UZAMiDrZ0-jnjBFaA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72344, 'Longitude': -122.43623}, 'NavigationPosition': [{'Latitude': 37.72344, 'Longitude': -122.43623}], 'MapView': {'TopLeft': {'Latitude': 37.7238, 'Longitude': -122.4364}, 'BottomRight': {'Latitude': 37.72314, 'Longitude': -122.43597}}, 'Address': {'Label': 'Persia Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Persia Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72344,-122.43623
MISSION ST,16TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:05.213+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_wYtVjCqd-u4u9AW5R9I-0A', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76529, 'Longitude': -122.41571}, 'NavigationPosition': [{'Latitude': 37.76529, 'Longitude': -122.41571}], 'MapView': {'TopLeft': {'Latitude': 37.76559, 'Longitude': -122.4209}, 'BottomRight': {'Latitude': 37.76497, 'Longitude': -122.41052}}, 'Address': {'Label': '16th St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '16th St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76529,-122.41571
MISSION ST,YERBA BUENA LN,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:05.673+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.81, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_uNNJsU7jqHT5EDjxyWlssD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.78574, 'Longitude': -122.40426}, 'NavigationPosition': [{'Latitude': 37.78574, 'Longitude': -122.40426}], 'MapView': {'TopLeft': {'Latitude': 37.78638, 'Longitude': -122.40506}, 'BottomRight': {'Latitude': 37.7851, 'Longitude': -122.40347}}, 'Address': {'Label': 'Yerba Buena Ln, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Yerba Buena Ln', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.78574,-122.40426
MISSION ST,LAURA ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:06.114+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.4, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_DpPszuqRiA4Rdta4VxT6zB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71063, 'Longitude': -122.45132}, 'NavigationPosition': [{'Latitude': 37.71063, 'Longitude': -122.45132}], 'MapView': {'TopLeft': {'Latitude': 37.71161, 'Longitude': -122.4525}, 'BottomRight': {'Latitude': 37.70969, 'Longitude': -122.45012}}, 'Address': {'Label': 'Laura St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Laura St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71063,-122.45132
MISSION ST,18TH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:06.565+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_I0c0mKxE5iP8gabGt.svAD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.76197, 'Longitude': -122.41681}, 'NavigationPosition': [{'Latitude': 37.76197, 'Longitude': -122.41681}], 'MapView': {'TopLeft': {'Latitude': 37.76225, 'Longitude': -122.42078}, 'BottomRight': {'Latitude': 37.7616, 'Longitude': -122.41015}}, 'Address': {'Label': '18th St, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission', 'Street': '18th St', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.76197,-122.41681
MISSION ST,LEO ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:07.032+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.89, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_3XiaWqX4o56yGMLMHXyTpC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72272, 'Longitude': -122.43714}, 'NavigationPosition': [{'Latitude': 37.72272, 'Longitude': -122.43714}], 'MapView': {'TopLeft': {'Latitude': 37.72299, 'Longitude': -122.43778}, 'BottomRight': {'Latitude': 37.72246, 'Longitude': -122.43651}}, 'Address': {'Label': 'Leo St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Leo St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72272,-122.43714
MISSION ST,POWERS AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:07.479+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.77, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_hC4sjuqtt6MaViXUEtXVuB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.74596, 'Longitude': -122.41896}, 'NavigationPosition': [{'Latitude': 37.74596, 'Longitude': -122.41896}], 'MapView': {'TopLeft': {'Latitude': 37.74618, 'Longitude': -122.41951}, 'BottomRight': {'Latitude': 37.74573, 'Longitude': -122.41841}}, 'Address': {'Label': 'Powers Ave, San Francisco, CA 94110, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Powers Ave', 'PostalCode': '94110', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.74596,-122.41896
MISSION ST,SANTA ROSA AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:07.972+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.5, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_v-l1gZ1nmZm5dCZezRZg.A', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72752, 'Longitude': -122.43747}, 'NavigationPosition': [{'Latitude': 37.72752, 'Longitude': -122.43747}], 'MapView': {'TopLeft': {'Latitude': 37.72925, 'Longitude': -122.44079}, 'BottomRight': {'Latitude': 37.72576, 'Longitude': -122.43401}}, 'Address': {'Label': 'Santa Rosa Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Mission Terrace', 'Street': 'Santa Rosa Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72752,-122.43747
MISSION ST,FLORENTINE AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:08.404+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.71, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_XHSKXdfraI8zQLsH0grBXA', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71264, 'Longitude': -122.44364}, 'NavigationPosition': [{'Latitude': 37.71264, 'Longitude': -122.44364}], 'MapView': {'TopLeft': {'Latitude': 37.71338, 'Longitude': -122.44396}, 'BottomRight': {'Latitude': 37.71075, 'Longitude': -122.44271}}, 'Address': {'Label': 'Florentine St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Crocker Amazon', 'Street': 'Florentine St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71264,-122.44364
MISSION ST,FOOTE AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:08.834+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.4, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_rMQm.nle4ScJtmweHlf-kD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71424, 'Longitude': -122.44678}, 'NavigationPosition': [{'Latitude': 37.71424, 'Longitude': -122.44678}], 'MapView': {'TopLeft': {'Latitude': 37.71586, 'Longitude': -122.44878}, 'BottomRight': {'Latitude': 37.71264, 'Longitude': -122.44477}}, 'Address': {'Label': 'Foote Ave, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Foote Ave', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71424,-122.44678
MISSION ST,BOSWORTH ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:09.254+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_ZzQ3JXeiBcUawdAj9G.QuD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73428, 'Longitude': -122.43791}, 'NavigationPosition': [{'Latitude': 37.73428, 'Longitude': -122.43791}], 'MapView': {'TopLeft': {'Latitude': 37.73487, 'Longitude': -122.43996}, 'BottomRight': {'Latitude': 37.73316, 'Longitude': -122.43247}}, 'Address': {'Label': 'Bosworth St, San Francisco, CA 94131, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Glen Park', 'Street': 'Bosworth St', 'PostalCode': '94131', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_DGpNCHnvsIjyHpUnFkomqB', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73341, 'Longitude': -122.42949}, 'NavigationPosition': [{'Latitude': 37.73341, 'Longitude': -122.42949}], 'MapView': {'TopLeft': {'Latitude': 37.7336699, 'Longitude': -122.43247}, 'BottomRight': {'Latitude': 37.73299, 'Longitude': -122.42644}}, 'Address': {'Label': 'Bosworth St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Bernal Heights', 'Street': 'Bosworth St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_t2gg7IOMVTU6I6av83GxxC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73473, 'Longitude': -122.43945}, 'NavigationPosition': [{'Latitude': 37.73473, 'Longitude': -122.43945}], 'MapView': {'TopLeft': {'Latitude': 37.73598, 'Longitude': -122.44191}, 'BottomRight': {'Latitude': 37.73404, 'Longitude': -122.43666}}, 'Address': {'Label': 'Bosworth St, San Francisco, CA 94131, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Sunnyside', 'Street': 'Bosworth St', 'PostalCode': '94131', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}, {'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_LQ6rLtxWRzCJGE8cf0GuUD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.73567, 'Longitude': -122.44114}, 'NavigationPosition': [{'Latitude': 37.73567, 'Longitude': -122.44114}], 'MapView': {'TopLeft': {'Latitude': 37.73657, 'Longitude': -122.44191}, 'BottomRight': {'Latitude': 37.73487, 'Longitude': -122.43996}}, 'Address': {'Label': 'Bosworth St, San Francisco, CA 94131, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Diamond Heights', 'Street': 'Bosworth St', 'PostalCode': '94131', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.73428,-122.43791
MISSION ST,EXCELSIOR AVE,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:09.736+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.91, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_bYpKpxEcrDtz9LkmsfwmwD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.72446, 'Longitude': -122.435}, 'NavigationPosition': [{'Latitude': 37.72446, 'Longitude': -122.435}], 'MapView': {'TopLeft': {'Latitude': 37.73186, 'Longitude': -122.441}, 'BottomRight': {'Latitude': 37.7163899, 'Longitude': -122.42822}}, 'Address': {'Label': 'Mission St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Excelsior', 'Street': 'Mission St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.72446,-122.435
MISSION ST,WASHBURN ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:10.166+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_x1uyPJzbxztUwk.fiv4GnD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.77527, 'Longitude': -122.41437}, 'NavigationPosition': [{'Latitude': 37.77527, 'Longitude': -122.41437}], 'MapView': {'TopLeft': {'Latitude': 37.7758899, 'Longitude': -122.41514}, 'BottomRight': {'Latitude': 37.77466, 'Longitude': -122.4136}}, 'Address': {'Label': 'Washburn St, San Francisco, CA 94103, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': 'Washburn St', 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.77527,-122.41437
MISSION ST,MORSE ST,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:10.651+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.9, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'District': 0.4, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_2HmNTFAuyrC3IYfDs-gcQC', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.71065, 'Longitude': -122.44727}, 'NavigationPosition': [{'Latitude': 37.71065, 'Longitude': -122.44727}], 'MapView': {'TopLeft': {'Latitude': 37.71102, 'Longitude': -122.44837}, 'BottomRight': {'Latitude': 37.71035, 'Longitude': -122.44619}}, 'Address': {'Label': 'Morse St, San Francisco, CA 94112, United States', 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Outer Mission', 'Street': 'Morse St', 'PostalCode': '94112', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.71065,-122.44727
MISSION ST,ANGELOS ALY,"{'Response': {'MetaInfo': {'Timestamp': '2022-12-06T05:46:11.059+0000'}, 'View': [{'_type': 'SearchResultsViewType', 'ViewId': 0, 'Result': [{'Relevance': 0.79, 'MatchLevel': 'street', 'MatchQuality': {'City': 1.0, 'Street': [1.0]}, 'Location': {'LocationId': 'NT_fgcA8J6kvKsQmUy3vS.VmD', 'LocationType': 'point', 'DisplayPosition': {'Latitude': 37.7785, 'Longitude': -122.41271}, 'NavigationPosition': [{'Latitude': 37.7785, 'Longitude': -122.41271}], 'MapView': {'TopLeft': {'Latitude': 37.77884, 'Longitude': -122.41315}, 'BottomRight': {'Latitude': 37.77816, 'Longitude': -122.41227}}, 'Address': {'Label': ""Angelo's Aly, San Francisco, CA 94103, United States"", 'Country': 'USA', 'State': 'CA', 'County': 'San Francisco', 'City': 'San Francisco', 'District': 'Soma', 'Street': ""Angelo's Aly"", 'PostalCode': '94103', 'AdditionalData': [{'value': 'United States', 'key': 'CountryName'}, {'value': 'California', 'key': 'StateName'}, {'value': 'San Francisco', 'key': 'CountyName'}, {'value': 'N', 'key': 'PostalCodeType'}]}}}]}]}}",37.7785,-122.41271
